source_number,x,y,probability_image_0,probability_image_1,probability_image_4,probability_image_5,probability_image_7,probability_image_9,probability_image_10,probability_image_11,probability_image_16,probability_image_18
136,462,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,790,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,837,191,0.609375,0.640625,0.640625,0.625,0.53125,0.453125,0.453125,0.4375,0.46875,0.53125
139,1008,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,684,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,412,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,1344,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,480,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,628,191,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125,0.8125,0.8125,0.8125,0.8125
145,761,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,628,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,1064,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,1300,200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,832,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,792,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,1388,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,543,199,0.0625,0.125,0.203125,0.21875,0.25,0.203125,0.109375,0.078125,0.0,0.0
153,741,628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,893,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,381,199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,752,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,1148,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,647,181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,952,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,1253,195,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
161,1258,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,928,211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,1198,181,0.625,0.609375,0.625,0.65625,0.625,0.578125,0.578125,0.578125,0.5625,0.578125
164,892,584,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
165,358,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,712,208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,1178,213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,1400,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,441,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,720,507,0.03125,0.0,0.0,0.0,0.0,0.03125,0.046875,0.046875,0.0,0.0
171,1745,683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,472,217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,1165,193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,458,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,482,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,854,216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,385,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,420,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,781,219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,1349,207,0.921875,0.890625,0.890625,0.890625,0.921875,0.9375,0.9375,0.9375,0.921875,0.921875
181,1325,210,0.453125,0.453125,0.390625,0.375,0.40625,0.421875,0.484375,0.4375,0.375,0.390625
182,513,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,1041,205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,1385,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,618,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,564,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,1110,196,0.515625,0.515625,0.421875,0.390625,0.34375,0.34375,0.34375,0.328125,0.328125,0.265625
188,1287,207,0.625,0.59375,0.609375,0.609375,0.609375,0.609375,0.5625,0.5625,0.5,0.53125
189,284,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,975,201,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
191,459,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,1042,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,675,208,0.9375,0.953125,0.9375,0.9375,0.9375,0.9375,0.953125,0.953125,0.9375,0.9375
194,1277,214,0.59375,0.578125,0.53125,0.53125,0.578125,0.609375,0.625,0.625,0.53125,0.5
195,972,215,0.609375,0.59375,0.625,0.625,0.609375,0.5625,0.578125,0.546875,0.546875,0.546875
196,728,212,0.453125,0.46875,0.4375,0.453125,0.453125,0.453125,0.4375,0.421875,0.390625,0.40625
197,1356,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,1325,219,0.578125,0.578125,0.59375,0.59375,0.59375,0.515625,0.5,0.46875,0.375,0.40625
199,695,221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,376,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,793,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,488,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,1221,221,0.09375,0.09375,0.109375,0.109375,0.0625,0.03125,0.0,0.0,0.03125,0.015625
204,467,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,1662,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,560,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,726,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,473,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,1012,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,1248,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,423,227,0.078125,0.0,0.0,0.0,0.03125,0.03125,0.0,0.0,0.0,0.0
212,738,229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,430,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,353,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,1146,207,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
216,536,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,1721,228,0.5,0.515625,0.484375,0.46875,0.421875,0.390625,0.40625,0.390625,0.3125,0.296875
218,391,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,421,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,954,229,0.296875,0.3125,0.296875,0.3125,0.3125,0.25,0.21875,0.203125,0.203125,0.1875
221,954,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,1786,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,645,209,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875,0.921875
224,493,237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,504,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,1107,240,0.046875,0.046875,0.03125,0.03125,0.03125,0.015625,0.03125,0.03125,0.03125,0.0
227,1547,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,320,225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,1503,229,0.84375,0.84375,0.859375,0.859375,0.859375,0.875,0.875,0.859375,0.84375,0.859375
230,447,233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,1450,234,0.15625,0.15625,0.25,0.265625,0.28125,0.234375,0.171875,0.09375,0.125,0.15625
232,863,239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,1300,227,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
234,1186,242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,494,206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,1550,213,0.84375,0.828125,0.796875,0.796875,0.828125,0.8125,0.828125,0.8125,0.8125,0.78125
237,473,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,548,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,1061,230,0.9375,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.9375,0.953125
240,1223,235,0.75,0.75,0.703125,0.6875,0.703125,0.703125,0.71875,0.71875,0.703125,0.703125
241,1640,235,0.640625,0.625,0.609375,0.59375,0.59375,0.578125,0.578125,0.5625,0.5625,0.53125
242,479,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,1345,250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,727,238,0.4375,0.4375,0.390625,0.375,0.40625,0.359375,0.375,0.40625,0.375,0.421875
245,478,249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,1100,239,0.453125,0.4375,0.390625,0.421875,0.4375,0.484375,0.546875,0.5625,0.484375,0.46875
247,1265,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,1209,224,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
249,339,233,0.96875,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
250,1081,238,0.90625,0.90625,0.921875,0.90625,0.90625,0.921875,0.921875,0.90625,0.875,0.875
251,636,555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,460,240,0.046875,0.09375,0.109375,0.109375,0.09375,0.03125,0.0,0.046875,0.0,0.0
253,639,241,0.671875,0.65625,0.59375,0.59375,0.59375,0.625,0.625,0.625,0.546875,0.578125
254,690,243,0.140625,0.21875,0.25,0.21875,0.203125,0.15625,0.09375,0.140625,0.234375,0.265625
255,796,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,1282,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,371,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258,505,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,827,231,0.796875,0.796875,0.828125,0.828125,0.859375,0.859375,0.84375,0.8125,0.828125,0.796875
260,374,211,0.78125,0.78125,0.734375,0.6875,0.65625,0.625,0.609375,0.59375,0.59375,0.59375
261,982,243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,440,248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,1414,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,390,252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,434,240,0.203125,0.21875,0.203125,0.171875,0.0,0.0,0.03125,0.109375,0.25,0.1875
266,1579,253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,1252,241,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875,0.875
268,421,247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,1627,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,380,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,903,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,499,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,913,240,0.46875,0.46875,0.46875,0.46875,0.46875,0.46875,0.484375,0.484375,0.46875,0.484375
274,917,232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
275,990,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,403,227,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.890625,0.90625
277,967,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,463,252,0.265625,0.296875,0.3125,0.3125,0.296875,0.25,0.21875,0.1875,0.234375,0.21875
279,579,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
