source_number,x,y,probability_image_0,probability_image_1,probability_image_4,probability_image_5,probability_image_7,probability_image_9,probability_image_10,probability_image_11,probability_image_16,probability_image_18
70,1025,305,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375
71,1453,306,0.859375,0.875,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.875,0.859375
72,1680,305,0.8125,0.8125,0.796875,0.796875,0.796875,0.765625,0.78125,0.765625,0.78125,0.78125
73,1351,308,0.90625,0.90625,0.921875,0.921875,0.921875,0.921875,0.9375,0.921875,0.921875,0.921875
74,757,309,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
75,1038,306,0.734375,0.734375,0.75,0.734375,0.71875,0.71875,0.71875,0.71875,0.71875,0.71875
76,992,312,0.46875,0.46875,0.453125,0.46875,0.46875,0.453125,0.453125,0.453125,0.484375,0.421875
77,1315,310,0.90625,0.921875,0.90625,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625,0.90625
78,1002,314,0.640625,0.640625,0.640625,0.640625,0.640625,0.625,0.625,0.625,0.625,0.609375
79,1153,320,0.90625,0.90625,0.90625,0.90625,0.921875,0.921875,0.921875,0.921875,0.90625,0.890625
80,996,321,0.984375,0.984375,0.96875,0.96875,0.984375,0.984375,0.984375,0.984375,0.953125,0.953125
81,725,323,0.9375,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375
82,1087,329,0.90625,0.90625,0.921875,0.921875,0.921875,0.90625,0.921875,0.90625,0.921875,0.90625
83,944,327,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
84,313,331,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.96875,0.96875
85,1349,331,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
86,1036,335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
87,1212,334,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
88,808,332,0.78125,0.78125,0.8125,0.84375,0.796875,0.796875,0.8125,0.8125,0.828125,0.78125
89,927,337,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
90,506,335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
91,825,342,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
92,1250,340,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
93,830,344,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
94,1010,342,0.78125,0.78125,0.765625,0.765625,0.765625,0.765625,0.765625,0.78125,0.765625,0.765625
95,978,348,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
96,860,349,0.9375,0.9375,0.90625,0.90625,0.921875,0.953125,0.9375,0.9375,0.9375,0.921875
97,1539,350,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
98,709,350,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
99,425,348,0.875,0.859375,0.828125,0.84375,0.859375,0.859375,0.859375,0.859375,0.8125,0.8125
100,1555,353,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
101,590,361,0.921875,0.921875,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
102,1535,365,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
103,890,362,0.96875,0.96875,0.984375,0.984375,0.96875,0.96875,0.96875,0.96875,0.96875,0.984375
104,1446,365,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375,0.953125,0.9375,0.9375
105,478,366,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
106,1665,364,0.890625,0.890625,0.875,0.875,0.890625,0.890625,0.890625,0.890625,0.90625,0.921875
107,763,367,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
108,1680,370,0.796875,0.78125,0.71875,0.734375,0.71875,0.71875,0.71875,0.71875,0.765625,0.75
109,1630,378,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
110,1446,371,0.40625,0.40625,0.40625,0.40625,0.40625,0.40625,0.40625,0.40625,0.40625,0.40625
111,1727,377,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375
112,1392,378,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375
113,1419,383,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
114,926,378,0.890625,0.890625,0.859375,0.84375,0.84375,0.859375,0.859375,0.875,0.875,0.859375
115,797,382,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
116,1193,385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
117,1122,386,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
118,976,386,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
119,971,386,0.71875,0.71875,0.71875,0.71875,0.71875,0.71875,0.71875,0.71875,0.71875,0.71875
120,629,390,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
121,1094,391,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
122,422,389,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
123,868,392,0.890625,0.890625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.890625,0.90625
124,1385,393,0.9375,0.9375,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.953125,0.953125
125,948,393,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.953125,0.953125,0.9375,0.9375
126,717,391,0.890625,0.859375,0.875,0.875,0.875,0.890625,0.875,0.859375,0.84375,0.84375
127,903,397,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
128,671,390,0.640625,0.65625,0.65625,0.65625,0.6875,0.65625,0.65625,0.640625,0.640625,0.65625
129,1320,398,0.9375,0.953125,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625,0.953125,0.9375
130,1068,402,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
131,1566,403,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
132,1294,400,0.921875,0.9375,0.90625,0.921875,0.921875,0.921875,0.921875,0.921875,0.9375,0.9375
133,1130,404,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
134,723,399,0.65625,0.640625,0.71875,0.71875,0.6875,0.65625,0.609375,0.625,0.71875,0.703125
135,585,402,0.859375,0.875,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
136,1671,407,0.96875,0.96875,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.96875,0.96875
137,1699,404,0.84375,0.84375,0.84375,0.84375,0.890625,0.859375,0.859375,0.84375,0.890625,0.90625
138,788,409,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
139,913,411,0.84375,0.84375,0.84375,0.84375,0.84375,0.828125,0.828125,0.828125,0.859375,0.859375
140,1369,416,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
141,878,418,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
142,925,416,0.8125,0.828125,0.8125,0.8125,0.8125,0.78125,0.78125,0.78125,0.78125,0.78125
143,833,419,0.734375,0.734375,0.6875,0.703125,0.703125,0.703125,0.6875,0.703125,0.671875,0.671875
144,513,429,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,1095,431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
146,1439,428,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
147,1023,428,0.984375,0.984375,0.96875,0.96875,0.953125,0.96875,0.96875,0.96875,0.984375,0.984375
148,1046,429,0.96875,0.953125,0.984375,0.984375,0.953125,0.953125,0.96875,0.96875,0.96875,0.96875
149,1192,433,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
150,884,434,0.90625,0.90625,0.90625,0.921875,0.921875,0.90625,0.90625,0.90625,0.90625,0.90625
151,1090,431,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375,0.609375
152,631,437,0.921875,0.90625,0.90625,0.90625,0.921875,0.90625,0.90625,0.90625,0.90625,0.921875
153,1597,435,0.796875,0.796875,0.796875,0.796875,0.796875,0.828125,0.828125,0.8125,0.828125,0.8125
154,620,436,0.828125,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125,0.8125,0.75,0.78125
155,488,435,0.828125,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125,0.8125,0.8125,0.796875
156,1228,440,0.859375,0.859375,0.859375,0.859375,0.84375,0.84375,0.859375,0.859375,0.84375,0.84375
157,1300,444,0.921875,0.921875,0.9375,0.9375,0.9375,0.9375,0.9375,0.921875,0.9375,0.9375
158,954,445,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
159,805,440,0.78125,0.78125,0.796875,0.796875,0.8125,0.8125,0.796875,0.796875,0.765625,0.796875
160,889,446,0.765625,0.765625,0.765625,0.78125,0.765625,0.765625,0.78125,0.78125,0.765625,0.765625
161,1381,448,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
162,1006,450,0.875,0.859375,0.859375,0.859375,0.859375,0.828125,0.84375,0.84375,0.875,0.859375
163,1651,460,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
164,127,457,0.9375,0.9375,0.921875,0.921875,0.921875,0.890625,0.890625,0.890625,0.890625,0.890625
165,1048,455,0.796875,0.796875,0.78125,0.78125,0.78125,0.796875,0.78125,0.765625,0.75,0.765625
166,1096,456,0.765625,0.765625,0.75,0.75,0.75,0.765625,0.765625,0.765625,0.765625,0.765625
167,1318,460,0.890625,0.890625,0.875,0.875,0.875,0.90625,0.90625,0.90625,0.890625,0.890625
168,870,463,0.96875,0.96875,0.96875,0.953125,0.953125,0.953125,0.96875,0.953125,0.953125,0.953125
169,688,463,0.828125,0.828125,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.90625,0.890625
170,1316,464,0.8125,0.8125,0.8125,0.8125,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125
171,1560,465,0.9375,0.9375,0.9375,0.921875,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
172,780,465,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
173,1368,462,0.8125,0.8125,0.8125,0.8125,0.8125,0.828125,0.828125,0.828125,0.796875,0.796875
174,480,466,0.875,0.875,0.90625,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625,0.921875
175,1401,467,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
176,603,472,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
177,1403,472,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,376,472,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
179,719,475,0.921875,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
180,520,475,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
181,1151,475,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
182,1756,473,0.859375,0.890625,0.890625,0.890625,0.875,0.859375,0.859375,0.859375,0.859375,0.828125
183,1242,473,0.921875,0.921875,0.9375,0.9375,0.921875,0.9375,0.9375,0.9375,0.9375,0.9375
184,1397,478,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
185,595,482,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
186,1322,484,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375,0.9375
187,1095,480,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.953125,0.953125,0.96875,0.96875
188,811,487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,1228,483,0.8125,0.828125,0.828125,0.828125,0.828125,0.8125,0.8125,0.796875,0.828125,0.828125
190,1697,484,0.921875,0.90625,0.890625,0.890625,0.890625,0.921875,0.921875,0.921875,0.90625,0.90625
191,175,484,0.921875,0.921875,0.921875,0.9375,0.9375,0.921875,0.921875,0.921875,0.90625,0.90625
192,1191,490,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
193,482,489,0.890625,0.890625,0.875,0.875,0.875,0.875,0.875,0.875,0.859375,0.859375
194,1220,498,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
195,308,498,0.875,0.875,0.859375,0.84375,0.828125,0.84375,0.84375,0.84375,0.828125,0.84375
196,1351,501,0.9375,0.9375,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.9375,0.9375
197,490,501,0.921875,0.921875,0.90625,0.90625,0.90625,0.890625,0.890625,0.890625,0.90625,0.90625
198,853,504,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
199,568,508,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625,0.890625
200,1606,506,0.9375,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.9375
201,606,512,0.984375,0.984375,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.984375
202,459,511,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
203,1274,509,0.96875,0.96875,0.953125,0.953125,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875
204,1021,506,0.796875,0.828125,0.8125,0.8125,0.8125,0.828125,0.8125,0.8125,0.796875,0.796875
205,1675,510,0.921875,0.921875,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
206,1006,510,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
207,630,513,0.859375,0.875,0.921875,0.890625,0.875,0.875,0.875,0.875,0.875,0.859375
208,1140,516,0.9375,0.9375,0.953125,0.9375,0.9375,0.953125,0.9375,0.9375,0.9375,0.9375
209,1629,514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
210,573,514,0.546875,0.546875,0.546875,0.546875,0.546875,0.546875,0.546875,0.546875,0.546875,0.546875
211,1473,513,0.921875,0.921875,0.921875,0.921875,0.9375,0.9375,0.921875,0.921875,0.921875,0.921875
212,485,514,0.6875,0.703125,0.6875,0.703125,0.6875,0.671875,0.6875,0.6875,0.71875,0.71875
213,1189,530,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
214,1188,526,0.734375,0.734375,0.734375,0.734375,0.734375,0.734375,0.734375,0.734375,0.734375,0.734375
215,971,525,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
216,1010,527,0.9375,0.9375,0.953125,0.953125,0.921875,0.9375,0.921875,0.921875,0.921875,0.921875
217,270,527,0.9375,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375,0.9375
218,1420,524,0.890625,0.875,0.875,0.875,0.90625,0.875,0.890625,0.890625,0.875,0.890625
219,1279,528,0.953125,0.953125,0.96875,0.96875,0.96875,0.96875,0.953125,0.953125,0.953125,0.953125
220,193,525,0.765625,0.78125,0.765625,0.765625,0.78125,0.75,0.734375,0.71875,0.71875,0.71875
221,858,531,0.984375,1.0,1.0,1.0,0.984375,0.984375,0.984375,0.984375,1.0,1.0
222,353,528,0.828125,0.8125,0.8125,0.828125,0.828125,0.828125,0.828125,0.8125,0.796875,0.796875
223,472,532,0.9375,0.9375,0.9375,0.9375,0.9375,0.921875,0.921875,0.9375,0.9375,0.9375
224,912,536,0.984375,0.984375,1.0,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
225,1493,533,0.890625,0.90625,0.890625,0.90625,0.90625,0.90625,0.90625,0.90625,0.890625,0.890625
226,498,533,0.921875,0.90625,0.9375,0.9375,0.921875,0.921875,0.921875,0.921875,0.921875,0.90625
227,1113,536,1.0,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,1.0,1.0
228,1173,535,0.859375,0.859375,0.859375,0.859375,0.875,0.875,0.859375,0.859375,0.859375,0.859375
229,899,535,0.859375,0.859375,0.84375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375,0.859375
230,530,535,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
231,1311,536,0.9375,0.9375,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.9375
232,705,537,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
233,1464,542,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
234,1488,539,0.765625,0.78125,0.78125,0.78125,0.78125,0.78125,0.796875,0.796875,0.78125,0.765625
235,431,545,0.953125,0.953125,0.953125,0.953125,0.9375,0.953125,0.953125,0.953125,0.9375,0.9375
236,618,544,0.796875,0.78125,0.78125,0.75,0.734375,0.75,0.75,0.734375,0.71875,0.71875
237,1144,548,0.90625,0.921875,0.9375,0.9375,0.90625,0.90625,0.90625,0.90625,0.90625,0.90625
238,1481,546,0.578125,0.59375,0.625,0.59375,0.59375,0.59375,0.59375,0.578125,0.578125,0.578125
239,755,551,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
240,1520,554,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
241,1054,549,0.71875,0.71875,0.703125,0.703125,0.71875,0.6875,0.6875,0.6875,0.6875,0.6875
242,1544,557,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
243,193,560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
244,279,556,0.828125,0.828125,0.828125,0.84375,0.859375,0.859375,0.859375,0.828125,0.828125,0.8125
245,1315,559,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875,0.96875
246,1261,561,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125,0.953125
247,1756,565,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375
248,1118,561,0.8125,0.8125,0.796875,0.8125,0.8125,0.8125,0.796875,0.796875,0.8125,0.8125
